id,split,V,A,D,text,fil_text_5,emotion_features,emotions
110CYL071_55_94,train,0.21999999999999997,0.0,0.16500000000000004,Think of your greatest accomplishments.,Think of your greatest accomplishments.,"(0.21999999999999997, 0.0, 0.16500000000000004)",Modest
110CYL071_606_664,test,-0.1499999999999999,0.050000000000000044,0.050000000000000044,He resorted to public assistance dollars to survive.,He resorted to public assistance dollars to survive.,"(-0.1499999999999999, 0.050000000000000044, 0.050000000000000044)",Reprehensible
110CYL071_665_698,test,0.050000000000000044,0.050000000000000044,0.0,"Finally, Michael called Goodwill.","Finally, [NAME] called Goodwill.","(0.050000000000000044, 0.050000000000000044, 0.0)",Repentant
110CYL071_705_892,train,0.30000000000000004,0.050000000000000044,0.050000000000000044,"At Goodwill, Michael's counselors felt that his personable demeanor could be a major attribute and identified for him a possible job-match where his people skills could shine.","At Goodwill, Michaels counselors felt that his personable demeanor could be a major attribute and identified for him a possible jobmatch where his people skills could shine.","(0.30000000000000004, 0.050000000000000044, 0.050000000000000044)",Cooperative
110CYL071_899_985,train,0.30000000000000004,0.0,0.10000000000000009,"After three interviews, Michael proved that he was the right person for the job.","After three interviews, [NAME] proved that he was the right person for the job.","(0.30000000000000004, 0.0, 0.10000000000000009)",Modest
110CYL071_95_168,train,0.5,0.30000000000000004,0.10000000000000009,Think of the joy and success they bring to you and your loved ones.,Think of the joy and success they bring to you and your loved ones.,"(0.5, 0.30000000000000004, 0.10000000000000009)",Hopeful
110CYL071_986_1107,dev,0.050000000000000044,-0.1499999999999999,0.0,"As the Clubhouse Monitor at Bent Tree Apartments, he now provides customer service for 50 to 60 tenants each night.","As the Clubhouse Monitor at Bent Tree Apartments, he now provides customer service for 50 to 60 tenants each night.","(0.050000000000000044, -0.1499999999999999, 0.0)",Reserved
110CYL072_130_264,train,-0.19999999999999996,0.0,-0.10000000000000009,Their complaint: the system discourages working because unemployment provides benefits that many entry-level jobs don't include.,Their complaint the system discourages working because unemployment provides benefits that many entrylevel jobs dont include.,"(-0.19999999999999996, 0.0, -0.10000000000000009)",Quietly indignant
110CYL072_18_123,train,0.0,-0.10000000000000009,-0.050000000000000044,Some of the strongest critics of our welfare system are the people who have become dependent on it.,Some of the strongest critics of our welfare system are the people who have become dependent on it.,"(0.0, -0.10000000000000009, -0.050000000000000044)",Reserved
110CYL072_271_313,train,0.050000000000000044,0.0,0.1499999999999999,That's where you --and Goodwill --come in.,Thats where you and [NAME] come in.,"(0.050000000000000044, 0.0, 0.1499999999999999)",Proud and lonely
110CYL072_314_412,train,0.125,-0.06499999999999995,-0.06499999999999995,We help people train for and find jobs that make it possible for them to get off of welfare.,We help people train for and find jobs that make it possible for them to get off of welfare.,"(0.125, -0.06499999999999995, -0.06499999999999995)",Reserved
110CYL072_413_518,train,0.3999999999999999,0.1499999999999999,0.10000000000000009,"Last year, Goodwill placed 511 people in jobs, more than double the number we placed in 1993.","Last year, Goodwill placed 511 people in jobs, more than double the number we placed in 1993.","(0.3999999999999999, 0.1499999999999999, 0.10000000000000009)",Cooperative
110CYL072_525_641,train,-0.1499999999999999,0.050000000000000044,-0.050000000000000044,"While the debate on welfare reform is gathering like a storm at sea, the people who need jobs are floundering.","While the debate on welfare reform is gathering like a storm at sea, the people who need jobs are floundering.","(-0.1499999999999999, 0.050000000000000044, -0.050000000000000044)",Repentant
110CYL072_642_721,train,0.050000000000000044,-0.10000000000000009,0.050000000000000044,We need your support to continue getting people off of public assistance.,We need your support to continue getting people off of public assistance.,"(0.050000000000000044, -0.10000000000000009, 0.050000000000000044)",Reserved
110CYL072_728_754,train,-0.050000000000000044,0.0,0.0,Welfare is not the answer.,Welfare is not the answer.,"(-0.050000000000000044, 0.0, 0.0)",Reprehensible
110CYL072_755_835,train,-0.10000000000000009,0.0,-0.10000000000000009,And welfare reform is an uncertain solution with an unknown starting date.,And welfare reform is an uncertain solution with an unknown starting date.,"(-0.10000000000000009, 0.0, -0.10000000000000009)",Repentant
110CYL072_836_851,train,0.43500000000000005,0.125,0.25,Goodwill works.,Goodwill works.,"(0.43500000000000005, 0.125, 0.25)",Devoted
110CYL072_852_862,train,-0.07000000000000006,0.0,0.21500000000000008,Right now.,Right now.,"(-0.07000000000000006, 0.0, 0.21500000000000008)",Proud and lonely
110CYL072_869_924,train,0.10000000000000009,0.0,0.0,Please give the largest gift you can to Goodwill today.,Please give the largest gift you can to Goodwill today.,"(0.10000000000000009, 0.0, 0.0)",Repentant
110CYL072_931_969,train,0.0,-0.10000000000000009,0.0,"Sincerely, Jack Dustman Chairman","Sincerely, [NAME] Chairman","(0.0, -0.10000000000000009, 0.0)",Reserved
110CYL200_1290_1428,dev,-0.3500000000000001,0.0,-0.10000000000000009,"With unemployment at its lowest point in years in central Indiana, many people still have a hard time finding meaningful employment.","With unemployment at its lowest point in years in central Indiana, many people still have a hard time finding meaningful employment.","(-0.3500000000000001, 0.0, -0.10000000000000009)",Quietly indignant
110CYL200_1569_1610,train,-0.050000000000000044,-0.050000000000000044,0.0,"Some, like Jerry, are ex-offenders.","Some, like [NAME], are exoffenders.","(-0.050000000000000044, -0.050000000000000044, 0.0)",Reserved
110CYL200_1611_1668,test,-0.21500000000000008,0.0,0.0,"Some are blind, deaf or have other physical disabilities.","Some are blind, deaf or have other physical disabilities.","(-0.21500000000000008, 0.0, 0.0)",Weary with responsibility
110CYL200_1675_1703,train,-0.3999999999999999,0.0,-0.1499999999999999,More than 100 were homeless.,More than 100 were homeless.,"(-0.3999999999999999, 0.0, -0.1499999999999999)",Quietly indignant
110CYL200_1710_1804,train,0.19999999999999996,0.1499999999999999,0.10000000000000009,"But Goodwill offers hope even to people with numerous obstacles to overcome, like Jerry.","But Goodwill offers hope even to people with numerous obstacles to overcome, like [NAME].","(0.19999999999999996, 0.1499999999999999, 0.10000000000000009)",Cooperative
110CYL200_1805_2047,train,0.25,0.050000000000000044,0.19999999999999996,"With a promising new job at a plastic injection molding manufacturer, his legal troubles in check and a safe place to live, Jerry can get on with the business of building a life for himself and contributing to his community.","With a promising new job at a plastic injection molding manufacturer, his legal troubles in check and a safe place to live, [NAME] can get on with the business of building a life for himself and contributing to his community.","(0.25, 0.050000000000000044, 0.19999999999999996)",Aloof
110CYL200_18_32,train,0.0,-0.050000000000000044,0.050000000000000044,"March 17, 2000","March 17, 2000","(0.0, -0.050000000000000044, 0.050000000000000044)",Reserved
110CYL200_2048_2113,dev,0.0,-0.10000000000000009,-0.050000000000000044,"For as long as he needs it, Goodwill will continue to help.","For as long as he needs it, Goodwill will continue to help.","(0.0, -0.10000000000000009, -0.050000000000000044)",Reserved
110CYL200_210_382,train,-0.1499999999999999,0.050000000000000044,-0.050000000000000044,"He knew he had made a bad mistake, but despite his commitment to rebuilding his life, he just didn't count on the obstacles that would be thrown up in his path.","He knew he had made a bad mistake, but despite his commitment to rebuilding his life, he just didnt count on the obstacles that would be thrown up in his path.","(-0.1499999999999999, 0.050000000000000044, -0.050000000000000044)",Repentant
110CYL200_2120_2281,train,0.25,-0.10000000000000009,0.050000000000000044,Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.,Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.,"(0.25, -0.10000000000000009, 0.050000000000000044)",Modest
110CYL200_2282_2388,train,0.21500000000000008,-0.21500000000000008,-0.07000000000000006,"And, with your assistance, Goodwill can help employers develop resources to keep workers on the job.","And, with your assistance, Goodwill can help employers develop resources to keep workers on the job.","(0.21500000000000008, -0.21500000000000008, -0.07000000000000006)",Quiet
110CYL200_2395_2491,train,0.14500000000000002,-0.07000000000000006,0.14500000000000002,Please make an investment in the stability of our community by sending a gift to Goodwill.,Please make an investment in the stability of our community by sending a gift to Goodwill.,"(0.14500000000000002, -0.07000000000000006, 0.14500000000000002)",Aloof
110CYL200_2492_2541,train,0.28,0.16500000000000004,0.0,Your generosity will help people help themselves.,Your generosity will help people help themselves.,"(0.28, 0.16500000000000004, 0.0)",Cooperative
110CYL200_2548_2558,test,0.1100000000000001,0.05499999999999994,0.05499999999999994,"Sincerely,","Sincerely,","(0.1100000000000001, 0.05499999999999994, 0.05499999999999994)",Modest
110CYL200_2565_2594,train,0.0,-0.1499999999999999,0.0,James M. McClelland President,[NAME] President,"(0.0, -0.1499999999999999, 0.0)",Reserved
110CYL200_389_480,train,-0.5,0.25,-0.31000000000000005,Reality hit when he was unable to reconcile with his wife and ended up on the street.,Reality hit when he was unable to reconcile with his wife and ended up on the street.,"(-0.5, 0.25, -0.31000000000000005)",Confused
110CYL200_39_65,train,0.0,-0.25,0.050000000000000044,"Name Address City, ST, Zip","Name Address City, ST, [NAME]","(0.0, -0.25, 0.050000000000000044)",Reserved
110CYL200_481_588,test,0.0,0.0,0.0,He went to the Center Township Trustee for food stamps until he could find a job and a place to live.,He went to the Center Township Trustee for food stamps until he could find a job and a place to live.,"(0.0, 0.0, 0.0)",Repentant
110CYL200_589_724,train,0.10000000000000009,0.0,0.0,The Trustee referred him to the Blue Triangle where he consulted Goodwill's Career Academy staff for job search assistance.,The Trustee referred him to the Blue Triangle where he consulted Goodwills Career Academy staff for job search assistance.,"(0.10000000000000009, 0.0, 0.0)",Repentant
110CYL200_72_82,dev,0.0,-0.19999999999999996,0.050000000000000044,Dear Name:,Dear Name,"(0.0, -0.19999999999999996, 0.050000000000000044)",Reserved
110CYL200_731_787,train,0.1499999999999999,0.0,0.0,Jerry's Goodwill caseworker found him a job immediately.,[NAME] caseworker found him a job immediately.,"(0.1499999999999999, 0.0, 0.0)",Modest
