id,split,V,A,D,text,fil_text_5
112C-L013_1656_1697,train,3.0,2.9,3.0,"In 1996, these figures will triple.","In 1996, these figures will triple."
112C-L013_1698_1850,train,3.63,2.82,3.27,"The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society.","The children and families who come to Pleasant Run are given the opportunity to become happy, loving, and productive members of our society."
112C-L013_1851_1963,train,3.5,3.0,3.38,"They welcome the chance to belong, to become self- sufficient, to regain their self-esteem and confidence.","They welcome the chance to belong, to become self sufficient, to regain their selfesteem and confidence."
112C-L013_18_35,train,3.0,2.56,2.89,"November 27, 1995","November 27, 1995"
112C-L013_1964_2039,train,3.3,3.1,3.0,"Often it is a long, hard struggle, but the results are well worth it.","Often it is a long, hard struggle, but the results are well worth it."
112C-L013_2046_2161,train,2.7,3.1,2.9,"For Pleasant Run to continue to serve abused and neglected children and their families, we need your support.","For Pleasant Run to continue to serve abused and neglected children and their families, we need your support."
112C-L013_2162_2234,train,2.71,3.43,3.14,"The Funding sources are shrinking, but the needs grow explosively.","The Funding sources are shrinking, but the needs grow explosively."
112C-L013_2235_2311,train,3.2,3.6,3.1,"Please ""help good kids get better"" by sending us a contribution today.",Please help good kids get better by sending us a contribution today.
112C-L013_2312_2388,train,3.2,3.0,3.1,Your gift will give children and families hope for improved tomorrows.,Your gift will give children and families hope for improved tomorrows.
112C-L013_2395_2405,dev,3.0,2.75,3.12,"Sincerely,","Sincerely,"
112C-L013_2412_2421,train,3.0,2.7,2.9,Mary Roth,[NAME]
112C-L013_253_379,train,2.1,3.1,2.7,"Older kids, like Tracy and Kerry, left homeless after a recent murder-suicide in Indianapolis claimed Mom and Dad.","Older kids, like [NAME] and [NAME], left homeless after a recent murdersuicide in Indianapolis claimed Mom and Dad."
112C-L013_380_529,train,2.4,3.1,3.1,"Young adults, like Mary T., a jobless mother of three, trying desperately to keep her kids out of trouble in a crime-ridden neighborhood.","Young adults, like [NAME], a jobless mother of three, trying desperately to keep her kids out of trouble in a crimeridden neighborhood."
112C-L013_42_54,train,3.0,2.71,3.43,Dear Friend:,Dear Friend
112C-L013_530_542,train,3.62,3.87,3.0,Real people!,Real people!
112C-L013_549_574,train,2.9,2.9,3.0,There are thousands more.,There are thousands more.
112C-L013_575_652,train,1.9,3.3,2.9,"Families are being torn apart, and too often, children are the victims.","Families are being torn apart, and too often, children are the victims."
112C-L013_61_149,train,3.1,2.8,3.1,What kind of people benefit by your contribution to Pleasant Run Children's Homes?,What kind of people benefit by your contribution to Pleasant Run Childrens Homes?
112C-L013_653_757,train,2.29,3.29,2.86,"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;","Kids like [NAME], made a ward of the court because of repeated beatings by an alcoholic father"
112C-L013_758_841,train,2.5,2.9,2.8,"Alice, sent to a group home to get help because of severe behavior disorders;","[NAME], sent to a group home to get help because of severe behavior disorders"
112C-L013_842_966,train,3.33,3.0,2.78,"and John H., a recovering alcoholic, rebuilding a relationships with his family so they can live together again.","and [NAME], a recovering alcoholic, rebuilding a relationships with his family so they can live together again."
112C-L013_973_1053,test,3.1,3.2,3.4,Pleasant Run Children's Homes began serving children nearly 130 years ago.,Pleasant Run Childrens Homes began serving children nearly 130 years ago.
112C-L014_1070_1113,dev,2.7,3.1,2.7,"For some, it's a matter of weeks or months;","For some, its a matter of weeks or months"
112C-L014_1114_1137,train,2.78,2.67,2.89,"for others, it's years.","for others, its years."
112C-L014_1144_1226,test,3.4,3.0,3.3,"They leave Pleasant Run, generally, ready and able to contribute to society.","They leave [NAME], generally, ready and able to contribute to society."
112C-L014_1227_1282,train,4.0,3.5,3.7,We're proud of our children and all that they overcome.,Were proud of our children and all that they overcome.
112C-L014_1289_1335,train,3.2,2.8,3.2,"We are a not-for-profit, multi-service agency.","We are a notforprofit, multiservice agency."
112C-L014_1336_1386,train,3.0,2.89,3.11,We wouldn't exist if the need weren't there.,We wouldnt exist if the need werent there.
112C-L014_1387_1506,train,3.1,3.2,3.0,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.,The numbers of children who deserve our services are rising as quickly as our programs can grow to serve them.
112C-L014_1513_1538,train,3.43,3.29,3.0,Please help us help them.,Please help us help them.
112C-L014_1539_1607,train,3.4,2.8,3.2,"Pleasant Run Children's Homes... ""where good kids get better.""",Pleasant Run Childrens Homes where good kids get better.
112C-L014_1614_1624,train,3.2,2.7,3.0,"Sincerely,","Sincerely,"
112C-L014_1631_1655,dev,3.0,2.7,3.0,Mary Roth Tom Hirschauer,[NAME]
112C-L014_18_31,test,3.0,2.4,2.8,"June 26, 1995","June 26, 1995"
112C-L014_195_327,test,3.11,2.89,3.0,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.","Federal, state and local governments are freezing or withdrawing muchneeded funding sources for people who are truly in need."
112C-L014_328_554,train,3.57,3.0,3.14,"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help.","In spite of that, Pleasant Run Childrens Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help."
112C-L014_38_50,train,3.44,3.11,2.78,Dear Friend:,Dear Friend
112C-L014_561_677,dev,2.43,3.29,2.57,"We all hear about today's increases in neglect, abuse and abandonment of those who can't fight back: children.","We all hear about todays increases in neglect, abuse and abandonment of those who cant fight back children."
112C-L014_57_80,dev,2.8,2.9,3.3,This is not newsletter.,This is not newsletter.
112C-L014_678_778,train,3.0,2.38,3.0,Yet few of us hear enough about kids who live through these adversities and do make the grade.,Yet few of us hear enough about kids who live through these adversities and do make the grade.
112C-L014_785_803,train,3.7,3.3,3.2,The positive side.,The positive side.
112C-L014_804_831,train,3.4,2.9,2.9,These are special children.,These are special children.
112C-L014_81_109,dev,3.0,2.89,3.0,It is a fund-raising appeal.,It is a fundraising appeal.
112C-L014_832_878,train,2.9,2.8,3.0,They come into a Pleasant Run program...,They come into a Pleasant Run program
112C-L014_879_1063,train,2.88,3.0,2.75,"whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.","whether its for therapeutic help in their own homes which nurtures whole families, through foster care families or in the familial surroundings of our residential homes."
112C-L015_1087_1146,train,3.44,3.33,3.44,Your contribution will make a difference in a child's life.,Your contribution will make a difference in a childs life.
112C-L015_1147_1188,test,3.3,3.1,3.0,It may help a family stay together.,It may help a family stay together.
112C-L015_1189_1240,train,3.78,3.44,3.56,It can certainly make happy holiday memories.,It can certainly make happy holiday memories.
112C-L015_1247_1334,train,3.55,2.91,3.27,A gift to Pleasant Run means the children in our care will have presents to open.,A gift to Pleasant Run means the children in our care will have presents to open.
112C-L015_1335_1452,train,3.33,2.89,3.0,"A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on.","A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on."
112C-L015_1453_1503,train,3.5,3.3,3.2,Your gift will go beyond the holiday season.,Your gift will go beyond the holiday season.
112C-L015_1504_1606,train,3.29,2.86,3.0,"It can help purchase clothing, school supplies, books and educational tools throughout the year.","It can help purchase clothing, school supplies, books and educational tools throughout the year."
112C-L015_1620_1681,train,3.25,3.12,3.25,Please take a few minutes to mail a donation to Pleasant run.,Please take a few minutes to mail a donation to Pleasant run.
112C-L015_1682_1813,test,3.4,2.9,3.0,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.
112C-L015_1820_1880,train,4.3,3.6,2.9,We wish you and your family a new year full of joy and love.,We wish you and your family a new year full of joy and love.
112C-L015_1887_1897,train,3.12,3.0,3.12,"Sincerely,","Sincerely,"
112C-L015_18_47,test,3.0,3.14,3.0,Dear Friends of Pleasant Run:,Dear Friends of Pleasant Run
